1111111,2024-04-01,Monday, 
1111111,2024-04-02,Tuesday, 
1111111,2024-04-03,Wednesday, 
1111111,2024-04-04,Thursday,1
1111111,2024-04-05,Friday,1
1111111,2024-04-06,Saturday, 
1111111,2024-04-07,Sunday, 
1111111,2024-04-08,Monday,1
1111111,2024-04-09,Tuesday,0
1111111,2024-04-10,Wednesday,1
1111111,2024-04-11,Thursday,1
1111111,2024-04-12,Friday,1
1111111,2024-04-13,Saturday, 
1111111,2024-04-14,Sunday, 
1111111,2024-04-15,Monday,1
1111111,2024-04-16,Tuesday,0
1111111,2024-04-17,Wednesday,1
1111111,2024-04-18,Thursday,1
1111111,2024-04-19,Friday,1
1111111,2024-04-20,Saturday, 
1111111,2024-04-21,Sunday, 
1111111,2024-04-22,Monday,1
1111111,2024-04-23,Tuesday,0
1111111,2024-04-24,Wednesday,1
1111111,2024-04-25,Thursday,1
1111111,2024-04-26,Friday,1
1111111,2024-04-27,Saturday, 
1111111,2024-04-28,Sunday, 
1111111,2024-04-29,Monday,1
1111111,2024-04-30,Tuesday,0
1111111,2024-05-01,Wednesday,1
1111111,2024-05-02,Thursday,1
1111111,2024-05-03,Friday,1
1111111,2024-05-04,Saturday, 
1111111,2024-05-05,Sunday, 
1111111,2024-05-06,Monday,1
1111111,2024-05-07,Tuesday,0
1111111,2024-05-08,Wednesday,1
1111111,2024-05-09,Thursday,1
1111111,2024-05-10,Friday,1
1111111,2024-05-11,Saturday, 
1111111,2024-05-12,Sunday, 
1111111,2024-05-13,Monday,1
1111111,2024-05-14,Tuesday,0
1111111,2024-05-15,Wednesday,1
1111111,2024-05-16,Thursday,1
1111111,2024-05-17,Friday,1
1111111,2024-05-18,Saturday, 
1111111,2024-05-19,Sunday, 
1111111,2024-05-20,Monday,1
1111111,2024-05-21,Tuesday,0
1111111,2024-05-22,Wednesday,1
1111111,2024-05-23,Thursday,1
1111111,2024-05-24,Friday,1
1111111,2024-05-25,Saturday, 
1111111,2024-05-26,Sunday, 
1111111,2024-05-27,Monday,1
1111111,2024-05-28,Tuesday,0
1111111,2024-05-29,Wednesday,1
1111111,2024-05-30,Thursday,1
1111111,2024-05-31,Friday,1
1111111,2024-06-01,Saturday, 
1111111,2024-06-02,Sunday, 
1111111,2024-06-03,Monday,1
1111111,2024-06-04,Tuesday,0
1111111,2024-06-05,Wednesday,1
1111111,2024-06-06,Thursday,1
1111111,2024-06-07,Friday,1
1111111,2024-06-08,Saturday, 
1111111,2024-06-09,Sunday, 
1111111,2024-06-10,Monday,1
1111111,2024-06-11,Tuesday,0
1111111,2024-06-12,Wednesday,1
1111111,2024-06-13,Thursday,1
1111111,2024-06-14,Friday,1
1111111,2024-06-15,Saturday, 
1111111,2024-06-16,Sunday, 
1111111,2024-06-17,Monday,1
1111111,2024-06-18,Tuesday,0
1111111,2024-06-19,Wednesday,1
1111111,2024-06-20,Thursday,1
1111111,2024-06-21,Friday,1
1111111,2024-06-22,Saturday, 
1111111,2024-06-23,Sunday, 
1111111,2024-06-24,Monday,1
1111111,2024-06-25,Tuesday,0
1111111,2024-06-26,Wednesday,1
1111111,2024-06-27,Thursday,1
1111111,2024-06-28,Friday,1
1111111,2024-06-29,Saturday, 
1111111,2024-06-30,Sunday, 
1111111,2024-07-01,Monday,1
1111111,2024-07-02,Tuesday,0
1111111,2024-07-03,Wednesday,1
1111111,2024-07-04,Thursday,1
1111111,2024-07-05,Friday,1
1111111,2024-07-06,Saturday, 
1111111,2024-07-07,Sunday, 
1111111,2024-07-08,Monday,1
1111111,2024-07-09,Tuesday,0
1111111,2024-07-10,Wednesday,1
1111111,2024-07-11,Thursday,1
1111111,2024-07-12,Friday,1
1111111,2024-07-13,Saturday, 
1111111,2024-07-14,Sunday, 
1111111,2024-07-15,Monday,1
1111111,2024-07-16,Tuesday,0
1111111,2024-07-17,Wednesday,1
1111111,2024-07-18,Thursday,1
1111111,2024-07-19,Friday,1
1111111,2024-07-20,Saturday, 
1111111,2024-07-21,Sunday, 
1111111,2024-07-22,Monday,1
1111111,2024-07-23,Tuesday,0
1111111,2024-07-24,Wednesday,1
1111111,2024-07-25,Thursday,1
1111111,2024-07-26,Friday,1
1111111,2024-07-27,Saturday, 
1111111,2024-07-28,Sunday, 
1111111,2024-07-29,Monday,1
1111111,2024-07-30,Tuesday,0
1111111,2024-07-31,Wednesday,1
1111111,2024-08-01,Thursday,1
1111111,2024-08-02,Friday,1
1111111,2024-08-03,Saturday, 
1111111,2024-08-04,Sunday, 
1111111,2024-08-05,Monday,1
1111111,2024-08-06,Tuesday,0
1111111,2024-08-07,Wednesday,1
1111111,2024-08-08,Thursday,1
1111111,2024-08-09,Friday,1
1111111,2024-08-10,Saturday, 
1111111,2024-08-11,Sunday, 
1111111,2024-08-12,Monday,1
1111111,2024-08-13,Tuesday,0
1111111,2024-08-14,Wednesday,1
1111111,2024-08-15,Thursday,1
1111111,2024-08-16,Friday,1
1111111,2024-08-17,Saturday, 
1111111,2024-08-18,Sunday, 
1111111,2024-08-19,Monday,1
1111111,2024-08-20,Tuesday,0
1111111,2024-08-21,Wednesday,1
1111111,2024-08-22,Thursday,1
1111111,2024-08-23,Friday,1
1111111,2024-08-24,Saturday, 
1111111,2024-08-25,Sunday, 
1111111,2024-08-26,Monday,1
1111111,2024-08-27,Tuesday,0
1111111,2024-08-28,Wednesday,1
1111111,2024-08-29,Thursday,1
1111111,2024-08-30,Friday,1
1111111,2024-08-31,Saturday, 
1111111,2024-09-01,Sunday, 
1111111,2024-09-02,Monday,1
1111111,2024-09-03,Tuesday,1
1111111,2024-09-04,Wednesday,0
1111111,2024-09-05,Thursday,1
1111111,2024-09-06,Friday,1
1111111,2024-09-07,Saturday, 
1111111,2024-09-08,Sunday, 
1111111,2024-09-09,Monday,1
1111111,2024-09-10,Tuesday,1
1111111,2024-09-11,Wednesday,0
1111111,2024-09-12,Thursday,1
1111111,2024-09-13,Friday,1
1111111,2024-09-14,Saturday, 
1111111,2024-09-15,Sunday, 
1111111,2024-09-16,Monday,1
1111111,2024-09-17,Tuesday,1
1111111,2024-09-18,Wednesday,0
1111111,2024-09-19,Thursday,1
1111111,2024-09-20,Friday,1
1111111,2024-09-21,Saturday, 
1111111,2024-09-22,Sunday, 
1111111,2024-09-23,Monday,1
1111111,2024-09-24,Tuesday,1
1111111,2024-09-25,Wednesday,0
1111111,2024-09-26,Thursday,1
1111111,2024-09-27,Friday,1
1111111,2024-09-28,Saturday, 
1111111,2024-09-29,Sunday, 
1111111,2024-09-30,Monday,1
1111111,2024-10-01,Tuesday,1
1111111,2024-10-02,Wednesday,0
1111111,2024-10-03,Thursday,1
1111111,2024-10-04,Friday,1
1111111,2024-10-05,Saturday, 
1111111,2024-10-06,Sunday, 
1111111,2024-10-07,Monday,1
1111111,2024-10-08,Tuesday,1
1111111,2024-10-09,Wednesday,0
1111111,2024-10-10,Thursday,1
1111111,2024-10-11,Friday,1
1111111,2024-10-12,Saturday, 
1111111,2024-10-13,Sunday, 
1111111,2024-10-14,Monday,1
1111111,2024-10-15,Tuesday,1
1111111,2024-10-16,Wednesday,0
1111111,2024-10-17,Thursday,1
1111111,2024-10-18,Friday,1
1111111,2024-10-19,Saturday, 
1111111,2024-10-20,Sunday, 
1111111,2024-10-21,Monday,1
1111111,2024-10-22,Tuesday,1
1111111,2024-10-23,Wednesday,0
1111111,2024-10-24,Thursday,1
1111111,2024-10-25,Friday,1
1111111,2024-10-26,Saturday,0
1111111,2024-10-27,Sunday, 
1111111,2024-10-28,Monday,1
1111111,2024-10-29,Tuesday,1
1111111,2024-10-30,Wednesday,0
1111111,2024-10-31,Thursday,1
1111111,2024-11-01,Friday,1
1111111,2024-11-02,Saturday,0
1111111,2024-11-03,Sunday, 
1111111,2024-11-04,Monday,1
1111111,2024-11-05,Tuesday,1
1111111,2024-11-06,Wednesday,0
1111111,2024-11-07,Thursday,1
1111111,2024-11-08,Friday,1
1111111,2024-11-09,Saturday,0
1111111,2024-11-10,Sunday, 
1111111,2024-11-11,Monday,1
1111111,2024-11-12,Tuesday,1
1111111,2024-11-13,Wednesday,0
1111111,2024-11-14,Thursday,1
1111111,2024-11-15,Friday,1
1111111,2024-11-16,Saturday,0
1111111,2024-11-17,Sunday, 
1111111,2024-11-18,Monday,1
1111111,2024-11-19,Tuesday,1
1111111,2024-11-20,Wednesday,0
1111111,2024-11-21,Thursday,1
1111111,2024-11-22,Friday,1
1111111,2024-11-23,Saturday,0
1111111,2024-11-24,Sunday, 
1111111,2024-11-25,Monday,1
1111111,2024-11-26,Tuesday,1
1111111,2024-11-27,Wednesday,0
1111111,2024-11-28,Thursday,1
1111111,2024-11-29,Friday,1
1111111,2024-11-30,Saturday,0
1111111,2024-12-01,Sunday, 
1111111,2024-12-02,Monday,1
1111111,2024-12-03,Tuesday,1
1111111,2024-12-04,Wednesday,0
1111111,2024-12-05,Thursday,1
1111111,2024-12-06,Friday,1
1111111,2024-12-07,Saturday,0
1111111,2024-12-08,Sunday, 
1111111,2024-12-09,Monday,1
1111111,2024-12-10,Tuesday,1
1111111,2024-12-11,Wednesday,0
1111111,2024-12-12,Thursday,1
1111111,2024-12-13,Friday,1
1111111,2024-12-14,Saturday,0
1111111,2024-12-15,Sunday, 
1111111,2024-12-16,Monday,1
1111111,2024-12-17,Tuesday,1
1111111,2024-12-18,Wednesday,0
1111111,2024-12-19,Thursday,1
1111111,2024-12-20,Friday,1
1111111,2024-12-21,Saturday,0
1111111,2024-12-22,Sunday, 
1111111,2024-12-23,Monday,1
1111111,2024-12-24,Tuesday,1
1111111,2024-12-25,Wednesday,0
1111111,2024-12-26,Thursday,1
1111111,2024-12-27,Friday,1
1111111,2024-12-28,Saturday,0
1111111,2024-12-29,Sunday, 
1111111,2024-12-30,Monday,1
1111111,2024-12-31,Tuesday,1
1111111,2025-01-01,Wednesday,0
1111111,2025-01-02,Thursday,1
1111111,2025-01-03,Friday,1
1111111,2025-01-04,Saturday,0
1111111,2025-01-05,Sunday, 
1111111,2025-01-06,Monday,1
1111111,2025-01-07,Tuesday,1
1111111,2025-01-08,Wednesday,0
1111111,2025-01-09,Thursday,1
1111111,2025-01-10,Friday,1
1111111,2025-01-11,Saturday,0
1111111,2025-01-12,Sunday, 
1111111,2025-01-13,Monday,1
1111111,2025-01-14,Tuesday,1
1111111,2025-01-15,Wednesday,0
1111111,2025-01-16,Thursday,1
1111111,2025-01-17,Friday,1
1111111,2025-01-18,Saturday,0
1111111,2025-01-19,Sunday, 
1111111,2025-01-20,Monday,1
1111111,2025-01-21,Tuesday,1
1111111,2025-01-22,Wednesday,0
1111111,2025-01-23,Thursday,1
1111111,2025-01-24,Friday,1
1111111,2025-01-25,Saturday,0
1111111,2025-01-26,Sunday, 
1111111,2025-01-27,Monday,1
1111111,2025-01-28,Tuesday,1
1111111,2025-01-29,Wednesday,0
1111111,2025-01-30,Thursday,1
1111111,2025-01-31,Friday,1
1111111,2025-02-01,Saturday,0
1111111,2025-02-02,Sunday, 
1111111,2025-02-03,Monday,1
1111111,2025-02-04,Tuesday,1
1111111,2025-02-05,Wednesday,0
1111111,2025-02-06,Thursday,1
1111111,2025-02-07,Friday,1
1111111,2025-02-08,Saturday,0
1111111,2025-02-09,Sunday, 
1111111,2025-02-10,Monday,1
1111111,2025-02-11,Tuesday,1
1111111,2025-02-12,Wednesday,0
1111111,2025-02-13,Thursday,1
1111111,2025-02-14,Friday,1
1111111,2025-02-15,Saturday,0
1111111,2025-02-16,Sunday, 
1111111,2025-02-17,Monday,1
1111111,2025-02-18,Tuesday,1
1111111,2025-02-19,Wednesday,0
1111111,2025-02-20,Thursday,1
1111111,2025-02-21,Friday,1
1111111,2025-02-22,Saturday,0
1111111,2025-02-23,Sunday, 
1111111,2025-02-24,Monday,1
1111111,2025-02-25,Tuesday,1
1111111,2025-02-26,Wednesday,0
1111111,2025-02-27,Thursday,1
1111111,2025-02-28,Friday,1
1111111,2025-03-01,Saturday,0
1111111,2025-03-02,Sunday, 
1111111,2025-03-03,Monday,1
1111111,2025-03-04,Tuesday,1
1111111,2025-03-05,Wednesday,1
1111111,2025-03-06,Thursday,1
1111111,2025-03-07,Friday,1
1111111,2025-03-08,Saturday,0
1111111,2025-03-09,Sunday, 
1111111,2025-03-10,Monday,1
1111111,2025-03-11,Tuesday,1
1111111,2025-03-12,Wednesday,1
1111111,2025-03-13,Thursday,1
1111111,2025-03-14,Friday,1
1111111,2025-03-15,Saturday,0
1111111,2025-03-16,Sunday, 
1111111,2025-03-17,Monday,1
1111111,2025-03-18,Tuesday,1
1111111,2025-03-19,Wednesday,1
1111111,2025-03-20,Thursday,1
1111111,2025-03-21,Friday,1
1111111,2025-03-22,Saturday,0
1111111,2025-03-23,Sunday, 
1111111,2025-03-24,Monday,1
1111111,2025-03-25,Tuesday,1
1111111,2025-03-26,Wednesday,1
1111111,2025-03-27,Thursday,1
1111111,2025-03-28,Friday,1
1111111,2025-03-29,Saturday,0
1111111,2025-03-30,Sunday, 
1111111,2025-03-31,Monday,1
1243-56,2024-04-01,Monday, 
1243-56,2024-04-02,Tuesday, 
1243-56,2024-04-03,Wednesday, 
1243-56,2024-04-04,Thursday,1
1243-56,2024-04-05,Friday,1
1243-56,2024-04-06,Saturday, 
1243-56,2024-04-07,Sunday, 
1243-56,2024-04-08,Monday,1
1243-56,2024-04-09,Tuesday,0
1243-56,2024-04-10,Wednesday,1
1243-56,2024-04-11,Thursday,1
1243-56,2024-04-12,Friday,1
1243-56,2024-04-13,Saturday, 
1243-56,2024-04-14,Sunday, 
1243-56,2024-04-15,Monday,1
1243-56,2024-04-16,Tuesday,0
1243-56,2024-04-17,Wednesday,1
1243-56,2024-04-18,Thursday,1
1243-56,2024-04-19,Friday,1
1243-56,2024-04-20,Saturday, 
1243-56,2024-04-21,Sunday, 
1243-56,2024-04-22,Monday,1
1243-56,2024-04-23,Tuesday,0
1243-56,2024-04-24,Wednesday,1
1243-56,2024-04-25,Thursday,1
1243-56,2024-04-26,Friday,1
1243-56,2024-04-27,Saturday, 
1243-56,2024-04-28,Sunday, 
1243-56,2024-04-29,Monday,1
1243-56,2024-04-30,Tuesday,0
1243-56,2024-05-01,Wednesday,1
1243-56,2024-05-02,Thursday,1
1243-56,2024-05-03,Friday,1
1243-56,2024-05-04,Saturday, 
1243-56,2024-05-05,Sunday, 
1243-56,2024-05-06,Monday,1
1243-56,2024-05-07,Tuesday,0
1243-56,2024-05-08,Wednesday,1
1243-56,2024-05-09,Thursday,1
1243-56,2024-05-10,Friday,1
1243-56,2024-05-11,Saturday, 
1243-56,2024-05-12,Sunday, 
1243-56,2024-05-13,Monday,1
1243-56,2024-05-14,Tuesday,0
1243-56,2024-05-15,Wednesday,1
1243-56,2024-05-16,Thursday,1
1243-56,2024-05-17,Friday,1
1243-56,2024-05-18,Saturday, 
1243-56,2024-05-19,Sunday, 
1243-56,2024-05-20,Monday,1
1243-56,2024-05-21,Tuesday,0
1243-56,2024-05-22,Wednesday,1
1243-56,2024-05-23,Thursday,1
1243-56,2024-05-24,Friday,1
1243-56,2024-05-25,Saturday, 
1243-56,2024-05-26,Sunday, 
1243-56,2024-05-27,Monday,1
1243-56,2024-05-28,Tuesday,0
1243-56,2024-05-29,Wednesday,1
1243-56,2024-05-30,Thursday,1
1243-56,2024-05-31,Friday,1
1243-56,2024-06-01,Saturday, 
1243-56,2024-06-02,Sunday, 
1243-56,2024-06-03,Monday,1
1243-56,2024-06-04,Tuesday,0
1243-56,2024-06-05,Wednesday,1
1243-56,2024-06-06,Thursday,1
1243-56,2024-06-07,Friday,1
1243-56,2024-06-08,Saturday, 
1243-56,2024-06-09,Sunday, 
1243-56,2024-06-10,Monday,1
1243-56,2024-06-11,Tuesday,0
1243-56,2024-06-12,Wednesday,1
1243-56,2024-06-13,Thursday,1
1243-56,2024-06-14,Friday,1
1243-56,2024-06-15,Saturday, 
1243-56,2024-06-16,Sunday, 
1243-56,2024-06-17,Monday,1
1243-56,2024-06-18,Tuesday,0
1243-56,2024-06-19,Wednesday,1
1243-56,2024-06-20,Thursday,1
1243-56,2024-06-21,Friday,1
1243-56,2024-06-22,Saturday, 
1243-56,2024-06-23,Sunday, 
1243-56,2024-06-24,Monday,1
1243-56,2024-06-25,Tuesday,0
1243-56,2024-06-26,Wednesday,1
1243-56,2024-06-27,Thursday,1
1243-56,2024-06-28,Friday,1
1243-56,2024-06-29,Saturday, 
1243-56,2024-06-30,Sunday, 
1243-56,2024-07-01,Monday,1
1243-56,2024-07-02,Tuesday,0
1243-56,2024-07-03,Wednesday,1
1243-56,2024-07-04,Thursday,1
1243-56,2024-07-05,Friday,1
1243-56,2024-07-06,Saturday, 
1243-56,2024-07-07,Sunday, 
1243-56,2024-07-08,Monday,1
1243-56,2024-07-09,Tuesday,0
1243-56,2024-07-10,Wednesday,1
1243-56,2024-07-11,Thursday,1
1243-56,2024-07-12,Friday,1
1243-56,2024-07-13,Saturday, 
1243-56,2024-07-14,Sunday, 
1243-56,2024-07-15,Monday,1
1243-56,2024-07-16,Tuesday,0
1243-56,2024-07-17,Wednesday,1
1243-56,2024-07-18,Thursday,1
1243-56,2024-07-19,Friday,1
1243-56,2024-07-20,Saturday, 
1243-56,2024-07-21,Sunday, 
1243-56,2024-07-22,Monday,1
1243-56,2024-07-23,Tuesday,0
